64,0.05
69,0.05
74,0.0
80,0.0
87,0.0
94,0.05
101,0.0
109,0.0
118,0.0
128,0.05
138,0.05
149,0.0
161,0.0
174,0.05
188,0.05
203,0.05
219,0.05
237,0.05
256,0.0
276,0.05
298,0.05
322,0.05
348,0.1
376,0.05
406,0.4
438,0.1
474,0.15
512,0.15
552,0.15
597,0.2
645,0.25
696,0.3
752,0.35
812,0.4
877,0.45
948,0.5
1024,0.65
1105,0.75
1194,0.85
1290,1.2
1393,1.25
1505,3.3
1625,2.05
1755,2.65
1896,4.15
2048,4.5
2211,11.5
2389,7.8
2580,8.8
2786,11.75
3010,14.15
3250,17.8
3511,20.15
3792,44.25
4096,26.9
4423,31.8
4778,42.85
5160,47.3
5573,58.4
6020,62.55
6501,79.1
7022,95.75
7584,113.35
8192,127.35
8847,155.9
9556,192.8
10321,319.55
11147,247.15
12040,298.05
13003,395.35
14045,571.85
15169,468.5
16384,935.85
17695,921.5
19112,1294.75
20642,1418.4
22295,1703.05
24080,1787.85
26007,1727.0
775.1
