64,16055.37,7.963973214285715
69,17604.976,7.5042523444160265
74,9344.28,3.4595631247686045
80,9927.422,3.1415892405063293
87,10757.215,2.875491847099706
94,11381.072,2.603768474033402
101,31657.813,6.268873861386139
109,23373.55,3.971041454298335
118,28108.359,4.07190482398957
128,30053.673,3.697548351377953
138,33816.26,3.5773045593991326
149,35904.817,3.2563773807364416
161,38001.38,2.950417701863354
174,41440.77,2.7533565876021524
188,44259.17,2.517872909318466
203,69424.62,3.3860713066380526
219,92852.83,3.8897754597628924
237,109095.86,3.901017664306658
256,114679.89,3.5134770220588236
276,129664.86,3.4167288537549405
298,137096.56,3.098017309560934
322,146389.36,2.8325566455757434
348,159844.92,2.6474033588393127
376,168784.14,2.394101276595745
406,275914.73,3.356014474244359
438,378390.65,3.953801343740531
474,453205.47,4.042831642893462
512,480915.37,3.6762733151908025
552,539257.52,3.5459738551776745
597,577792.66,3.2477412791024474
645,610449.76,2.9392352063171074
696,667740.27,2.7608545026048126
752,712118.8,2.521881463013854
812,1120027.4,3.4015883814302112
877,1496279.59,3.895283292461328
948,1752974.31,3.905235520564608
1024,1851740.96,3.535368096285435
1105,2083476.57,3.415759344875074
1194,2212073.03,3.10588009901421
1290,2363180.03,2.842393334175281
1393,2670980.99,2.754929192349267
1505,2988150.21,2.640268440305365
1625,4703817.11,3.564848131868132
1755,6864030.06,4.459667319630832
1896,8624854.63,4.801027927145609
2048,8617730.32,4.11126148784807
2211,1.018723018E7,4.169702773667655
2389,1.100807902E7,3.859144690944607
2580,1.200191039E7,3.6075248173229815
2786,1.306580565E7,3.367905351327038
3010,1.424892822E7,3.1464693891746687
3250,2.226733017E7,4.217596925918034
3511,3.046588599E7,4.944311932948219
3792,3.590852055E7,4.995804040382117
4096,3.621789092E7,4.318563382364164
4423,4.047562332E7,4.138927924249429
4778,4.272346098E7,3.743648250700365
5160,4.653726911E7,3.496356116578088
5573,5.112030446E7,3.292480993313444
6020,5.483374297E7,3.0266141145508767
6501,8.933676787E7,4.228308916734703
7022,1.2403295828E8,5.031613800012665
7584,1.5301216362E8,5.321285635173281
8192,1.5865572527E8,4.7288863297822115
8847,1.7003574788E8,4.345375078701837
9556,1.8447299229E8,4.040693933406186
10321,1.9549481969E8,3.6708257885067623
11147,2.1488021173E8,3.4589905782681885
12040,2.3289600061E8,3.21347647567885
13003,3.7440852818E8,4.429166473161217
14045,4.9890320878E8,5.05863947280981
15169,5.8600571292E8,5.0938549525556365
16384,6.1630405731E8,4.592103330943637
17695,6.775905396E8,4.328333735287588
19112,7.1769777849E8,3.929904966915869
20642,7.7544048136E8,3.6399545208750186
22295,8.5436662904E8,3.4377856859683433
24080,9.4933761626E8,3.274581138097616
26007,1.53655927454E9,4.543761193725667
