64,0.05
69,0.05
74,0.0
80,0.0
87,0.05
94,0.0
101,0.0
109,0.0
118,0.0
128,0.0
138,0.0
149,0.0
161,0.05
174,0.05
188,0.0
203,0.0
219,0.0
237,0.05
256,0.05
276,0.05
298,0.0
322,0.05
348,0.05
376,0.05
406,0.35
438,0.1
474,0.1
512,0.15
552,0.15
597,0.2
645,0.25
696,0.25
752,0.3
812,0.35
877,0.45
948,0.5
1024,0.7
1105,0.8
1194,0.9
1290,1.25
1393,1.25
1505,3.05
1625,2.2
1755,3.3
1896,3.8
2048,4.3
2211,7.4
2389,7.6
2580,7.45
2786,10.95
3010,13.1
3250,15.5
3511,18.05
3792,54.9
4096,24.55
4423,30.7
4778,37.85
5160,41.9
5573,53.45
6020,62.65
6501,73.95
7022,85.45
7584,99.35
8192,116.45
8847,138.85
9556,153.25
10321,194.8
11147,209.9
12040,264.85
13003,288.25
008.95
13003,1250.65
14045,1450.65
