64,77.6563,0.03851999007936508
69,13.3416,0.00568695652173913
74,11.8728,0.004395705294335432
80,12.7757,0.0040429430379746835
87,14.983,0.004005078855920877
94,13.3487,0.0030539235872797986
101,15.7069,0.0031102772277227723
109,15.3265,0.0026038905878355417
118,24.0348,0.0034817905258583224
128,12.3865,0.0015239296259842519
138,12.1986,0.0012904474769914313
149,26.637,0.002415835298385634
161,10270.8,0.7974223602484471
174,9323.2,0.6194405687329746
188,11013.7,0.6265616111047901
203,15142.4,0.7385455786958006
219,20403.3,0.8547316827950232
237,24643.6,0.8811985982979331
256,27144.0,0.8316176470588236
276,29522.6,0.7779341238471673
298,31670.5,0.7156689941924841
322,34154.9,0.6608792399527873
348,37156.8,0.6154029613435358
376,40516.9,0.5747078014184397
406,60787.6,0.7393735936264672
438,83376.9,0.8712046644305821
474,101963.1,0.9095645890759226
512,107568.4,0.8222877935420744
552,126740.6,0.833403035324443
597,129196.7,0.7262076602250627
645,140404.9,0.6760311040493042
696,154517.9,0.6388733151409907
752,90231.3,0.3195430914808624
812,1802450.5,5.474147042209035
877,1920832.2,5.000526389778354
948,222250.0,0.49512339655763926
1024,214957.9,0.41040043835532747
1105,238977.1,0.3917914289461604
1194,269337.9,0.37816618718066447
1290,297291.1,0.3575767526055292
1393,298932.7,0.30832807304172755
1505,340933.7,0.3012420477839825
1625,524646.9,0.3976103827207276
1755,719887.9,0.46772238952398587
1896,922055.8,0.5132626387450876
2048,874747.3,0.41731578415058623
2211,1026081.4,0.4199821132920343
2389,1104287.4,0.38713429011949657
2580,1192844.8,0.35854435497203113
2786,1301303.3,0.33543024174475866
3010,1397662.8,0.3086339652139926
3250,2151111.0,0.40743632360252857
3511,3025255.6,0.490969058579426
3792,3562417.6,0.4956244358446109
4096,3299944.6,0.39348011580433456
4423,4006154.5,0.4096585393587833
4778,4150783.1,0.3637128531938435
5160,4603819.6,0.3458860634910617
5573,5034805.7,0.324274322060174
6020,5336965.8,0.2945802191178654
6501,8692013.3,0.4113929596630105
7022,1.19134617E7,0.4832904022197151
7584,1.53264671E7,0.5330067053997644
8192,1.45942244E7,0.4349948805281712
8847,1.6994241E7,0.4342989767949788
9556,1.7637209E7,0.38632518789787224
10321,2.02064032E7,0.3794176545299003
11147,2.11041672E7,0.3397200464355506
12040,2.37465766E7,0.32765296562473184
13003,4.57569001E7,0.5412935672802686
14045,4.8963868E7,0.4964701590353422
15169,5.65578944E7,0.4916295253505303
16384,5.97709207E7,0.44535524435461876
17695,6.58034302E7,0.42034117979338753
19112,7.83695118E7,0.42912872647533645
20642,7.67622769E7,0.36032578070308113
22295,8.49161473E7,0.341684126899404
24080,9.11959289E7,0.31456508573178077
26007,1.442952551E8,0.4266956644145118
