64,0.0
69,0.0
74,0.0
80,0.0
87,0.0
94,0.0
101,0.3333333333333333
109,0.0
118,0.3333333333333333
128,0.0
138,0.0
149,0.0
161,0.0
174,0.3333333333333333
188,0.0
203,0.0
219,0.0
237,0.3333333333333333
256,0.3333333333333333
276,0.0
298,0.0
322,0.0
348,0.3333333333333333
376,0.0
406,0.0
438,0.3333333333333333
474,0.0
512,0.0
552,0.3333333333333333
597,0.3333333333333333
645,0.3333333333333333
696,0.0
752,0.3333333333333333
812,0.3333333333333333
877,0.3333333333333333
948,0.3333333333333333
1024,0.3333333333333333
1105,1.0
1194,0.6666666666666666
1290,1.3333333333333333
1393,1.0
1505,3.0
1625,1.6666666666666667
1755,2.0
1896,2.6666666666666665
2048,3.3333333333333335
2211,7.0
2389,5.0
2580,6.0
2786,7.333333333333333
3010,8.333333333333334
3250,10.333333333333334
3511,11.666666666666666
3792,27.333333333333332
4096,16.666666666666668
4423,20.666666666666668
4778,24.666666666666668
5160,31.333333333333332
5573,34.333333333333336
6020,38.333333333333336
6501,54.666666666666664
7022,58.666666666666664
7584,76.66666666666667
8192,80.0
8847,107.33333333333333
9556,119.66666666666667
10321,186.0
11147,162.33333333333334
12040,232.33333333333334
13003,230.33333333333334
14045,305.3333333333333
15169,438.3333333333333
16384,629.0
17695,694.6666666666666
19112,624.0
20642,1203.6666666666667
22295,1343.6666666666667
24080,1670.3333333333333
26007,1605.3333333333333
