64,0.1
69,0.15
74,0.0
80,0.05
87,0.05
94,0.05
101,0.05
109,0.1
118,0.1
128,0.1
138,0.05
149,0.0
161,0.05
174,0.05
188,0.1
203,0.05
219,0.1
237,0.05
256,0.1
276,0.15
298,0.15
322,0.2
348,0.25
376,0.25
406,0.35
438,0.4
474,0.55
512,0.65
552,0.75
597,0.9
645,1.05
696,1.2
752,1.45
812,1.75
877,2.0
948,2.4
1024,2.95
1105,3.5
1194,3.9
1290,4.9
1393,5.8
1505,8.15
1625,8.2
1755,9.5
1896,11.9
2048,13.1
2211,15.9
2389,20.7
2580,22.9
2786,26.95
3010,32.85
3250,38.05
3511,60.25
3792,78.55
4096,71.2
4423,80.15
4778,94.35
5160,110.95
5573,130.05
6020,156.4
6501,181.85
7022,217.3
7584,294.9
8192,408.95
8847,479.75
9556,530.35
10321,586.45
11147,662.85
12040,786.8
13003,1257.45
14045,1113.5
15169,1393.3
16384,1544.5
17695,1637.6
