64,4032,4,16384
69,4692,5,20480
74,5402,6,24576
80,6320,7,28672
87,7482,8,32768
94,8742,9,36864
101,10100,10,40960
109,11772,12,49152
118,13806,14,57344
128,16256,16,65536
138,18906,19,77824
149,22052,22,90112
161,25760,26,106496
174,30102,30,122880
188,35156,35,143360
203,41006,41,167936
219,47742,47,192512
237,55932,55,225280
256,65280,64,262144
276,75900,123,503808
298,88506,196,802816
322,103362,241,987136
348,120756,319,1306624
376,141000,457,1871872
406,164430,731,2994176
438,191406,994,4071424
474,224202,1314,5382144
512,261632,1748,7159808
552,304152,2701,11063296
597,355812,3937,16125952
645,415380,4789,19615744
696,483720,6598,27025408
752,564752,8471,34697216
812,658532,13529,55414784
877,768252,17501,71684096
948,897756,23631,96792576
1024,1047552,31376,128516096
1105,1219920,35767,146501632
1194,1424442,46845,191877120
1290,1662810,57934,237297664
1393,1939056,67673,277188608
1505,2263520,73282,300163072
1625,2639000,85413,349851648
1755,3078270,100691,412430336
1896,3592920,116889,478777344
2048,4192256,127776,523370496
2211,4886310,144731,592818176
2389,5704932,190225,779161600
2580,6653820,234240,959447040
2786,7759010,272757,1117212672
3010,9057090,295302,1209556992
3250,10559250,344464,1410924544
3511,12323610,407296,1668284416
3792,14375472,471621,1931759616
4096,16773120,515648,2112094208
4423,19558506,581920,2383544320
4778,22824506,764029,3129462784
5160,26620440,942072,3858726912
5573,31052756,1095277,4486254592
6020,36234380,1185704,4856643584
6501,42256500,1381529,5658742784
7022,49301462,1636263,6702133248
7584,57509472,1894733,7760826368
8192,67100672,2071680,8485601280
8847,78260562,2332918,9555632128
9556,91307580,3061747,12540915712
10321,106512720,3778859,15478206464
11147,124244462,4389618,17979875328
12040,144949560,4751688,19462914048
13003,169065006,5546973,22720401408
14045,197247980,6537293,26776752128
15169,230083392,7591398,31094366208
